 5n-lacey.09-Eng        Tebo-ICT,  license #BoJie
R25074       -2.4961    1.9646   90.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R25075       -2.5217    1.9646   90.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R25077       -2.0728    1.7402  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25078       -2.0512    1.7402  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25083       -1.9843    1.7274  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25084       -1.9400    1.6870  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25085       -1.6063    1.9980    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25086       -1.6063    1.9744    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R25090       -1.7595    1.9006  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R26001       -1.8268    1.6939  270.0  AA   (B)  '0402S_P4', '0402S_P4'
R26002       -2.6575    1.7028    0.0  AA   (B)  '0402S_P4', '0402S_P4'
R26003       -2.0394    2.0896  180.0  AA   (T)  '0603_P6', '0603_P6'
R26004       -1.8153    1.3832  270.0  AA   (T)  '0603_P6', '0603_P6'
R26008       -2.0374    1.8425  180.0  AA   (T)  '0603_P6', '0603_P6'
R26009       -2.0417    1.7966  180.0  AA   (T)  '0603_P6', '0603_P6'
R26010       -2.6693    1.7933    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R27005       -4.3986    0.4970  180.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R27036       -4.4384    0.1014    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R27037       -4.4384    0.0797    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R27046       -4.3691    0.1270  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R27047       -4.3691    0.1575  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R27100       -4.4350    0.2382  270.0  AA   (B)  '0201_P3_B', '0201_P3_B'
R28002       -4.0295   -0.0098  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28012       -4.0549    0.4102  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28013       -4.0332    0.4102  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28014       -4.0116    0.4102  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28019       -4.1415    0.3709   90.0  AA   (B)  '0201_P3MM-W', '0201_P3MM-W'
R28020       -4.1198    0.3709   90.0  AA   (B)  '0201_P3MM-W', '0201_P3MM-W'
R28021       -4.0982    0.3709   90.0  AA   (B)  '0201_P3MM-W', '0201_P3MM-W'
R28022       -4.0765    0.3709   90.0  AA   (B)  '0201_P3MM-W', '0201_P3MM-W'
R28023       -4.0549    0.3709   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28024       -4.0332    0.3709   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28025       -4.0116    0.3709   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28036       -3.9774    0.3228  180.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28037       -3.9774    0.3012    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R28039       -4.1634    0.3701   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28040       -4.1634    0.4100  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R28043       -3.9774    0.1713    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R28044       -3.9833    0.1053   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R28051       -4.0750    0.4905  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28052       -4.0763    0.4100  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28053       -4.0750    0.4508   90.0  AA   (B)  '0201S_P26_B', '0201S_P26_B'
R28061       -4.0971    0.4905  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28062       -4.0981    0.4106  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28071       -4.0967    0.4508   90.0  AA   (B)  '0201S_P26_B', '0201S_P26_B'
R28072       -4.1191    0.4905  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28081       -4.1199    0.4106  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28082       -4.1191    0.4508   90.0  AA   (B)  '0201S_P26_B', '0201S_P26_B'
R28091       -4.1411    0.4905  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28092       -4.1419    0.4104  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R28093       -4.1407    0.4508   90.0  AA   (B)  '0201S_P26_B', '0201S_P26_B'
R28102       -4.0913    0.5297  180.0  AA   (B)  'RES_0201_12MIL_B', 'RES_0201_12MIL_B'
R29019       -4.3573    0.0797  180.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R29020       -4.3573    0.1014  180.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R29045       -4.3691    0.2608  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R29046       -4.3691    0.2913  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R29049       -4.3484    0.3701  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29050       -4.2854   -0.0098   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29051       -4.3268    0.3701  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29052       -4.2638   -0.0098   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29053       -4.2894    0.3701  270.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R29055       -4.2677    0.3701  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29056       -4.2185    0.3701  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R29061       -4.3976    0.3386    0.0  AA   (B)  '0201S_P3_B', '0201S_P3_B'
R29072       -4.6800    0.1700   90.0  AA   (T)  '0201S_P28-W', '0201S_P28-W'
R29073       -4.7050    0.1700   90.0  AA   (T)  '0201_P28', '0201_P28'
R29074       -4.7300    0.1700   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R29075       -4.6750    0.3800  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R29076       -4.3573    0.3289  180.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R30001       -5.0581    0.3868  180.0  AA   (T)  '0201_P3', '0201_P3'
R30002       -5.0581    0.3474  180.0  AA   (T)  '0201_P28', '0201_P28'
R30003       -5.6506    2.5315  180.0  AA   (T)  '0201_P28', '0201_P28'
R30004       -5.2116    0.3494  180.0  AA   (T)  '0201_P28', '0201_P28'
R30005       -5.2126    0.3888  180.0  AA   (T)  '0201_P3', '0201_P3'
R30014       -4.9650    0.4700    0.0  AA   (T)  '0201_P28', '0201_P28'
R30015       -5.1650    0.4750    0.0  AA   (T)  '0201_P3', '0201_P3'
R31013       -4.5463    0.2953   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31014       -4.6969    0.2205   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31015       -4.6663    0.2205   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31016       -5.2844   -0.0384   90.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R31017       -5.2402   -0.0856    0.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R31018       -5.2539   -0.0384   90.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R31022       -4.5463    0.3583   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31025       -4.9380    0.3553  180.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31026       -4.8031    0.6043  180.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31027       -5.1476    0.4970  270.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31028       -4.8848    0.5837   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31029       -4.6880    0.5837   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31030       -5.0295    0.5837   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31039       -4.7372   -0.0069  270.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R31040       -4.7628    0.7136   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31041       -4.5148    0.5896   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31042       -5.1112    0.5571  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R31043       -4.7894    0.7018  270.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31044       -4.4646    0.6230  180.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31045       -5.2200    0.5550  270.0  AA   (B)  '0201_P28MM-W_B', '0201_P28MM-W_B'
R31046       -4.4165    0.4756    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R31047       -4.4158    0.4500    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R31048       -4.7343    0.0886  270.0  AA   (T)  '0201S_P28-W', '0201S_P28-W'
R32001       -0.7280    0.7326   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R32002       -0.9212    0.6054   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R3303        -5.5035   -0.0403  270.0  AA   (B)  '0201_P28_B', '0201_P28_B'
R37001       -1.5053    2.3206  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37003       -1.7263    2.2506   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37004       -1.7046    2.2506   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37005       -1.7912    2.2506   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37006       -1.8572    2.1197  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37007       -1.8050    2.0694    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37008       -1.8572    2.1629  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37009       -1.8129    2.2506   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37010       -1.7479    2.2506   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R37011       -1.8572    2.2063  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38002       -2.0166    2.3893    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38003       -1.6703    2.4370   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38004       -1.6486    2.4370  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38005       -2.0067    2.7096   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38006       -2.0067    2.7489  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38007       -2.0069    2.5981  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38009       -2.0166    2.4148    0.0  AA   (T)  '0201_P26', '0201_P26'
R38015       -1.6700    2.3952  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38016       -1.6450    2.3952  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38017       -1.6450    2.6800   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38018       -2.0202    2.3650    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R38019       -1.9345    2.2896  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R39004       -1.2100    0.6750    0.0  AA   (T)  '0603_P6MM', '0603_P6MM'
R39005       -0.9720    0.4996    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R39008       -3.9051   -0.0490    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R39017       -3.9362    0.0138   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R39019       -3.9587    0.0138   90.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R39021       -1.2160    0.7100  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R39026       -4.2953   -0.1417  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40001       -7.9118    1.2337   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40002       -7.8849    1.6634    0.0  AA   (T)  '0402_P4-S', '0402_P4-S'
R40003       -7.9443    1.2228    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R40006       -7.6587    1.3588  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40013       -7.6587    1.4632  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40015       -7.6587    1.4006  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40017       -8.4242    1.4016   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40018       -7.9850    1.2970    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40020       -7.6587    1.4214  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40031       -7.6587    1.4840  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R40034       -7.6250    1.4100  270.0  AA   (T)  '0201_P26', '0201_P26'
R41001       -7.8800    1.4750    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R41002       -7.9177    1.5315  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R41003       -8.0350    1.4950    0.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R41004       -7.9250    1.4750    0.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R41005       -7.9087    1.3981  180.0  AA   (T)  '0603_P6MM', '0603_P6MM'
R41006       -7.9087    1.3524  180.0  AA   (T)  '0603_P6MM', '0603_P6MM'
R41007       -7.9605    1.3556   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R41008       -7.9605    1.4013   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R41015       -8.7559    1.6398  270.0  AA   (T)  '0201_P3', '0201_P3'
R42001       -7.3384    1.5775  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42002       -7.2748    1.4942    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42003       -7.2548    1.3801  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42004       -7.3677    1.2296    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42008       -7.5562    1.4146    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42009       -7.4893    1.2498   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42010       -7.5562    1.2929    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42011       -7.5102    1.2498  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42012       -7.5310    1.2498   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42013       -7.4684    1.2498  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42014       -7.5372    1.5952  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42015       -7.5562    1.4858    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42016       -7.5562    1.4650    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42017       -7.5863    1.4030  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42020       -7.5562    1.3138  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42021       -7.5562    1.3937  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R42022       -7.5864    1.6523    0.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R42023       -7.4565    1.5342  270.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R43003       -1.9919    0.6207    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R43007       -1.1398    0.1841    0.0  AA   (T)  '0201_P3', '0201_P3'
R43008       -1.0984    0.1841    0.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R43009       -1.1398    0.5974    0.0  AA   (T)  '0201_P3', '0201_P3'
R43010       -1.1004    0.5974    0.0  AA   (T)  '0201S_P26', '0201S_P26'
R43011       -1.9811    0.5402   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R43012       -1.9496    0.5402   90.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R43018       -1.0571    0.4988  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43019       -1.0571    0.1071   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43023       -1.0650    0.5866   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43024       -1.0650    0.1959   90.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R43025       -1.1398    0.5756    0.0  AA   (T)  '0201_P3', '0201_P3'
R43026       -1.1004    0.5756    0.0  AA   (T)  '0201_P3', '0201_P3'
R43098       -1.8644    0.6947  180.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R43100       -2.5866   -0.0029    0.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R43101       -2.5866   -0.0335    0.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R43106       -2.1447    0.7441    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R43107       -2.1811    0.7342  270.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R43108       -2.1388    0.6437    0.0  AA   (B)  '0201_P3MM_B', '0201_P3MM_B'
R43109       -2.7690    0.6211   90.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R43110       -2.7690    0.5768  270.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R43113       -2.8041    0.6472    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43120       -2.0285    0.6909    0.0  AA   (T)  '0201S_P28-W', '0201S_P28-W'
R43121       -1.4559    0.5942  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43122       -1.4553    0.4392  180.0  AA   (T)  '0201S_P28-W', '0201S_P28-W'
R43123       -1.9862    0.6909  180.0  AA   (T)  '0201S_P28-W', '0201S_P28-W'
R43124       -2.2628    0.0935   90.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R43125       -2.2841    0.0929   90.0  AA   (B)  '0201S_P28-W_B', '0201S_P28-W_B'
R43134       -1.0361    0.1071  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R43150       -1.1398    0.6201    0.0  AA   (T)  '0201_P28', '0201_P28'
R44010       -2.1661    0.4653  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R44012       -2.3045    0.3703    0.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R44013       -2.3045    0.3388    0.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R44016       -2.3553    0.5380    0.0  AA   (T)  '0402_P4MM-S', '0402_P4MM-S'
R44017       -1.9803    0.6496  180.0  AA   (B)  '0402_P4MM-S_B', '0402_P4MM-S_B'
R44018       -3.0709    0.2602  180.0  AA   (T)  '0201_P3', '0201_P3'
R44019       -3.1122    0.2819  180.0  AA   (T)  '0201_P3', '0201_P3'
R44107       -3.0709   -0.1285  180.0  AA   (T)  '0201_P3', '0201_P3'
R44108       -3.1132   -0.1073  180.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R44109       -3.0709    0.2819  180.0  AA   (T)  '0201S_P28-W35', '0201S_P28-W35'
R44110       -3.1102    0.2602  180.0  AA   (T)  '0201S_P26', '0201S_P26'
R44118       -3.1535    0.3589   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R44119       -3.1535   -0.0299  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R44123       -3.1102   -0.0852    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R44124       -3.1535   -0.0724   90.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R44125       -1.9880    0.6770  180.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R44126       -2.1153    0.4259    0.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R44134       -3.1766   -0.0298   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R44150       -3.0984    0.2382  180.0  AA   (T)  '0201_P28', '0201_P28'
R45005       -8.2281    2.1894   90.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R45007       -8.2067    2.1063   90.0  AA   (T)  '0201_P28', '0201_P28'
R45008       -8.2185    2.2205    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R45009       -8.2067    2.1476  270.0  AA   (T)  '0201_P28', '0201_P28'
R45010       -8.2323    2.1437  270.0  AA   (T)  '0201_P28', '0201_P28'
R46001       -0.2011    0.4815   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R46002       -0.1775    0.4815  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R46003       -0.2011    0.6183  270.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R46006       -0.1775    0.6183  270.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R46007       -0.6726    0.3845  180.0  AA   (T)  '0201_P28', '0201_P28'
R46008       -0.7145    0.3845  180.0  AA   (T)  'RES_0201_12MIL', 'RES_0201_12MIL'
R46010       -0.6568    0.3441   90.0  AA   (T)  '0201_P28', '0201_P28'
R46011       -0.6793    0.5062   90.0  AA   (T)  '0201_P28', '0201_P28'
R46012       -0.6200    0.5200    0.0  AA   (T)  '0201S_P3', '0201S_P3'
R47004       -0.0902    0.1533    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R47006       -0.2126    0.2953  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47007       -0.2126    0.3366   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47008       -0.1939    0.1525  180.0  AA   (T)  '0201_P28', '0201_P28'
R47009       -0.0640    0.4508    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47010       -0.0640    0.4724    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47011       -0.2126    0.2549  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47012       -0.0689    0.3347  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R47020       -0.1950    0.1300  180.0  AA   (T)  '0201_P28', '0201_P28'
R48003       -1.9436    2.3301  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R48028       -4.7959    0.4706  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R48030       -4.6353    0.4735    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R48031       -4.6353    0.4991  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R49014       -6.6949    2.7234  180.0  AA   (T)  '0201_P28MM-W', '0201_P28MM-W'
R49015       -6.9488    2.8297  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R49016       -6.6949    2.6978  180.0  AA   (T)  '0201_P28MM-W', '0201_P28MM-W'
R49017       -6.6949    2.8592  180.0  AA   (T)  '0201_P28MM-W', '0201_P28MM-W'
R49018       -6.9823    2.7471  180.0  AA   (T)  '0201_P28MM-W', '0201_P28MM-W'
R49019       -6.6949    2.8376  180.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R49024       -6.6516    2.6742    0.0  AA   (T)  '0201_P3MM', '0201_P3MM'
R49029       -6.7047    2.6683  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R49030       -6.7303    2.7333  270.0  AA   (B)  '0201_P28MM_B', '0201_P28MM_B'
R50001       -6.2071    0.1761  270.0  AA   (T)  '0201_P28', '0201_P28'
R50002       -6.1500    0.1762  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50003       -6.1197    0.1877    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50005       -6.3961   -0.0040  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50006       -5.8635    0.1015    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50007       -6.3556   -0.0448  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50008       -6.3556   -0.0041  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50009       -6.3123   -0.0279  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50014       -6.2605    0.1760  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50015       -6.2605    0.1551  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50016       -5.8894   -0.0498    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50017       -5.8894   -0.0724    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50018       -6.1060    0.3395   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50019       -6.1276    0.3395   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50020       -5.9201    0.1784  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50021       -6.2294    0.2161  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50022       -6.0193    0.3276  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50023       -6.0409    0.3276  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50024       -6.2605    0.2177    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50025       -5.8195    0.0358    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50027       -6.2605    0.1969    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50028       -6.3124   -0.0070  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50029       -6.3124    0.0139  180.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50030       -5.8605   -0.1673   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50031       -6.3048   -0.0789   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50032       -6.3857   -0.0355  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50033       -6.0118   -0.1676  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50034       -5.8814   -0.1673   90.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50036       -6.2998    0.1969    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50037       -6.2998    0.2177    0.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50038       -6.1504    0.2174  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50039       -6.1713    0.2174  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50040       -6.2071    0.2154  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
R50041       -6.1709    0.1762  270.0  AA   (T)  '0201_P28MM', '0201_P28MM'
